mol1,mol2,y
C(CC)CCCC=1CCCCC1C=C,CCC=C,6.743589252284998
C(=O)C=1CCCCC1C(CC)CCC,CCCc1ccccc1CC,8.204772365055547
CCC,CCC,1.9755652727740156
CCC=1CCCCC1C=1CCCCC1C,CCCC,7.3527679665355885
CCC(CCC)C(CC)c1ccccc1C(=O)CC,CCC,1.1371306492565925
CCCCC(=O)C,CC(O)CC(O)(O)CCCCC,1.7868328648911531
CCC(=O)C(CC)CC,CCC(CC)C,9.334135177472847
Cc1ccccc1CCCCc1ccccc1CCCC(CC)CCCC,C(O)C=CC=1CCCCC1C(=O)CC,3.8275469393097845
CC(O)C,C(O)C,2.7709784284244225
CC=1CCCCC1C,CCC(CCC)CC=1CCCCC1CCCCc1ccccc1c1ccccc1C=CCC(O)c1ccccc1C(=O)C,8.169006759062144
CCC=CC,CCC=1CCCCC1CCCCCC(=O)CCC,5.551691201892473
C(CC)C(CC)CC,C(CC)CC,5.672235471456445
CCCc1ccccc1CCC(O)=CC,CCC(CC)c1ccccc1C(=O)C,6.951605638931725
CC=1CCCCC1CCCC,CCC=1CCCCC1CCC,8.58477686099739
CCc1ccccc1CC(CCC)CC=1CCCCC1CCCC,CCCC=CC=1CCCCC1CCCCCC(CC)(O)C,5.070882236578795
CCCC,C=CC,9.024704193772362
CCCC,C=C,4.1524555867382436
CCC,CCC(=O)CCC,9.57298744146691
CCC,CCCCC=C,1.7555960025582364
CCC,CCC,2.3129400276862135
CCCc1ccccc1CC(CCC)CCc1ccccc1C,Cc1ccccc1C=1CCCCC1C(=O)CC,9.58415658195253
CC(CCC)=C(CC)CC(CC)c1ccccc1C(CCC)C(CCC)C,CC(=O)C,1.698126640807748
CCCCC,CCCC,8.41057282422823
CCCCC,C(O)C,4.828989638382193
CCCCC,CC(=O)CCCC(CCC)C(O)CCCCC(O)C,5.599811792343606
C=C(O)CC,CCCCCCC=1CCCCC1C(CC)CC=CCC,1.8477721581620774
C(=O)C,CCCC(=O)C(CCC)C,6.917720248426559
CCC,CCC=1CCCCC1C,7.601701443839383
Cc1ccccc1CCC,C(O)C(CCC)C=1CCCCC1C,8.348783989069155
CCC(CC)(O)CC,CCCCC,2.421733439052739
CC(CCC)C(CCC)CCC=CCC,C(O)C,8.60698196250117
CCCC(CC)(CCC)C(=O)C=1CCCCC1C=1CCCCC1CC,CC(O)C=1CCCCC1CCCCC,1.9340229682884038
CCC,CCc1ccccc1CCCCCCC,7.815517190494727
CCCCCCCC,CCC,2.511727018001837
CCCC(O)=CCCc1ccccc1C=1CCCCC1CCC=1CCCCC1CC,C(=O)C=1CCCCC1CCCc1ccccc1CCC(O)C(CCC)c1ccccc1C(=O)C,3.0554047873003394
CCC,CCC,2.997581428106514
CCCC,C(O)C(O)(CC)C,4.116925659010796
CCC,C(=O)CC,6.880849037208893
C(=O)CC(O)C,CCCCCc1ccccc1CCCCCC,2.7354726956956474
C(CCC)(CCC)CC,C(CC)CCC,2.622260349766312
C(CC)CC,C(CCC)(O)C(CCC)CCCC(CC)=CC(O)C(CC)c1ccccc1CC,8.477517785462226
C(CC)(=O)CCCCC,C=C,2.2123285393872827
C=CC(CCC)(O)CCCC,C(CC)C(CCC)=CCC,6.220559132927912
C=CC,C(O)C,3.9755339310133437
CCC,CCC,2.314951223315913
CCC=CCCCCC,C=CCCC=1CCCCC1C(CCC)CCCCCCCCCCC,5.511170575562735
CCCC(O)C(O)CCCCC,CCCC,1.0940180456404454
CC=CCC,C(=O)(CC)C,4.311064515867534
Cc1ccccc1CC,CCC=1CCCCC1C=1CCCCC1CC,4.909295207036499
CCCC,CCCC,3.1888702801250792
CCCC,CCC(CCC)C(CCC)Cc1ccccc1C(CCC)CC(CC)(CC)CCC=C,3.013598285916523
CCC,CC(CCC)=CCCCC=1CCCCC1C(O)CC(=O)CC=1CCCCC1C(CC)C,6.476087836757676
C(CCC)CCC(=O)C(O)CC,CCC,8.217390853146012
C(CC)CC=1CCCCC1CC=Cc1ccccc1CC,CCC=1CCCCC1CC(CCC)(CC)c1ccccc1C,8.252319939394365
C(O)(=O)C,C(CC)C,4.428857768180216
C(CC)(O)(O)C,CCC(CC)C=1CCCCC1CC,3.3984940056507917
C(=O)(O)C,CC(CC)CCCCC(=O)CCCC,5.411257395753898
C(O)C,CCC,5.433875808023342
C=C,CCC,1.2599239939937759
CCCc1ccccc1C(O)CCCCC(O)CC,C(CCC)(O)C(O)CC(CCC)CCCc1ccccc1CCC=1CCCCC1C,9.21537208552554
Cc1ccccc1C,C(O)C,8.606328416276515
Cc1ccccc1C,CCCCCC,6.415651114053594
C(O)CCCC(CCC)CC,C(CC)C=1CCCCC1C,1.1670731368746654
CCCCCCC,CCC,6.979690913396463
CCC,C=C,1.1913681123369309
CCCC,CCCCC,2.0571041557783305
CC=1CCCCC1CCCCCCC(O)C=1CCCCC1C,C=C(CCC)CCCC,8.880958440619175
C(=O)Cc1ccccc1C,CCC,9.822479886440169
CCC,CC(O)C(=O)CC(O)C,6.740703333944703
CCCC,CCCC=1CCCCC1C=1CCCCC1CC=1CCCCC1C(=O)c1ccccc1CCCC(CC)CC,7.5779233809176
C(=O)CCCC(CCC)C(CCC)C(=O)C,Cc1ccccc1CC(CCC)C=1CCCCC1C,8.58880233418249
CCC,C(=O)CCCc1ccccc1C,4.620316913990624
CCCCc1ccccc1CC(CCC)CCCCC,C(O)c1ccccc1C,3.707095055573272
CCCCCC=CCCC,C=C,9.163456232903954
CCCCCCC,CCCCC(CC)C,8.846006079596847
CCC(CCC)C,CCCC=1CCCCC1C(=O)CC,6.770249301858166
Cc1ccccc1C(CCC)CCC,CCCC,8.37327827510263
CC=C,C(=O)CCC,4.6912732876724
CCC,C(CCC)c1ccccc1CCCC=1CCCCC1CC(O)C(CCC)C=CC,3.280017371911463
CC(CCC)C=1CCCCC1C,C(CCC)C(CC)CCC(=O)c1ccccc1C,8.28853326862215
CCCCCC,CCC,4.020348763794665
CCC=1CCCCC1CC=1CCCCC1CC=C,CCc1ccccc1CCCC(=O)C,4.587529411810693
CCCCC=C(CCC)CCCCC,C(CC)c1ccccc1CC=1CCCCC1C,2.856221401524136
CC=C,CCCCC(CC)C(CCC)Cc1ccccc1CC,4.437874251976231
CC(O)C=1CCCCC1CC,CCC=C,4.678418856365892
CC=CCCCCC,CCc1ccccc1C=1CCCCC1CCc1ccccc1C,3.5054687391999697
CC=CCCCCCC,CCCCCCCC(O)C(O)C=1CCCCC1CC,6.681687431640125
C(=O)C=C,CCC,5.842499488600247
CC(CCC)CCCCCC=1CCCCC1C=1CCCCC1CCCCC,CC=1CCCCC1CC=1CCCCC1C(O)CCC(=O)CC,4.343637681774251
CCC=1CCCCC1C(CC)C,C(O)(=O)CC,9.246863116712943
CCC,CC(O)C(=O)C,2.255449811712152
CC(O)(CC)C(=O)C,CC(O)CC,5.678517848130229
CCCC,CCCCC,2.620126865659177
CCC,C(=O)CCC,3.2647675034456567
CC(O)CCC,CC=CC,9.174525491574617
C(CCC)CCCCCCC(CCC)c1ccccc1CC=1CCCCC1C,CCC(CCC)(CCC)c1ccccc1C(CCC)C=1CCCCC1C=CCC=CCC=1CCCCC1C,3.1189664338116323
CCC,CC(CCC)CCc1ccccc1C,7.655174447338298
CC(O)(CCC)C(CC)C=1CCCCC1C(=O)C(O)CC,CCCC,2.159269701224573
CCCCCC=C(CC)C=1CCCCC1CCCC,C(=O)CCc1ccccc1C,2.5447830270782994
C(CC)CC(CC)CC,CC(CCC)CCC(CCC)C,5.734974256099048
C(CCC)C=1CCCCC1C,CCC=1CCCCC1C,5.670939914064735
CCC(CC)C,Cc1ccccc1CC,3.8126438820301902
CCC,C(O)C,2.163246640680521
C=CCc1ccccc1C(CCC)CCC(CC)CC,C(CCC)C,7.256185304792574
CCCCCCCC,C(O)CCCC=1CCCCC1CC=C(O)C(O)C,6.6119575525156415
CC(O)CC(=O)C(CCC)C,CCc1ccccc1CCCC,7.102313381079935
CC=1CCCCC1CC,Cc1ccccc1CC(CCC)CC(=O)C,1.6595479528884511
C=CC(CCC)c1ccccc1CC,CCCC,1.4181299139623795
C(CCC)CC,CCC,3.0714102277468402
CCC,CCC,4.549001241860748
CCCC,CCc1ccccc1C=C,9.90120830133536
CCCC=1CCCCC1CC=1CCCCC1C=CCC,C(O)CC,9.329946556340705
CC(CCC)(CCC)CCCCc1ccccc1CC,CC(O)C,8.641069072924116
CC=Cc1ccccc1C(O)CCC(CCC)C=1CCCCC1C,CCC,2.299571427887763
CCCC,C=CCCCC,5.44379556267804
CC(CCC)CC=1CCCCC1C,C(CCC)C(CC)CCC,7.068529388229805
CCCC,CC(CC)CCC(O)(CC)Cc1ccccc1C,5.159033767222743
C(CCC)C=1CCCCC1CCCCCCCCC,CCC(CCC)C,3.7969968765156175
C(CC)CC=CCc1ccccc1C,C(CC)CC(CCC)CC,1.8413810025226134
CCC(=O)C(CC)CC,CCCCCC,6.4173220684534735
CCC(O)(O)CC,CCC=1CCCCC1C(CCC)CCCC,9.805370288933062
CCCC,C(CC)CC,9.071455776693627
C(CCC)C,CCCc1ccccc1C,3.065109979190033
C(CC)CCCc1ccccc1C(=O)CC(=O)CC(=O)CCCC,CC(=O)Cc1ccccc1CCCCCCCCCC(=O)C(=O)C,2.132366312388664
Cc1ccccc1CC,CC(O)(CC)C(=O)c1ccccc1CCCC(CC)CCc1ccccc1C=1CCCCC1CC,3.7728218695764175
C(CCC)C(CC)(CC)CCCC,CCCC(CC)=C(CC)CC,9.173414098017053
CCCC,CCCCCCCC,4.020099014317701
C(O)CCCC,C(CC)CCCCC,4.471186135024327
CCCCCCCC(CCC)CC=1CCCCC1C(CC)CC,CCCCC=CCCCCC=1CCCCC1CCCC(CCC)CCCC=1CCCCC1C,1.5020933527350344
CCCCC,CC(CCC)CC(=O)C(CC)C(CC)C,2.19516853396852
CCC,C(O)Cc1ccccc1CCC,4.049201471495046
CCCC,C(CC)C(=O)C,2.4144579329489195
CCCCC,CC(CC)CCC(=O)CCCC(O)C,5.645425302712044
C(=O)CC,CC(CCC)CC(=O)C,3.473906028706484
CC(=O)C,C(O)CC=CC,6.639407977396886
CCC=1CCCCC1CC=1CCCCC1C,CCCC,8.151310343871163
CC=1CCCCC1C=C,C(O)CCC=1CCCCC1C,6.811225313527286
CCC=CCC,C(CCC)CCCC,4.976542246910311
CC(CCC)CC,CCC(=O)CCCCC,1.6108851751962807
CCC,CCCCC(=O)c1ccccc1c1ccccc1C,9.427755477233518
CCC=C,CCCCC,5.0807865017338045
CC(O)CCCCCCCC,CCCCCC(=O)C(=O)CCCc1ccccc1CC,6.324858769287303
CC=1CCCCC1CC(=O)Cc1ccccc1CCC=1CCCCC1C(CCC)CCC,CC(O)(CC)CCCCc1ccccc1C(CCC)=C,9.455447275052002
CC=1CCCCC1C,C(CCC)CC(CC)CCc1ccccc1C(CCC)(O)CC(CCC)C,7.465386685086443
C(=O)(CCC)CC,C(CC)(CCC)C(CCC)CCC,2.5573750334287215
CC(=O)CCCC,CCC,6.1265789491093345
CCC,CCCC,6.165330210052389
CCCC(=O)CC(CC)c1ccccc1CC=1CCCCC1CCC(=O)C,CCC,9.00039424486715
CC(O)C=1CCCCC1CCCC(O)CC=1CCCCC1CC,CCC,2.35786113984153
C(CCC)CCCCCCCCC,CC(=O)CCCCCCC,1.4126695852823634
C=CCC(CCC)CCCC,C=Cc1ccccc1C=1CCCCC1c1ccccc1C,4.460719820960293
CCC(O)CCC(O)(CCC)Cc1ccccc1C,CC(=O)C(O)CCCCCC(CCC)(O)CC,9.479624058121503
C(O)C,C=CC=C,7.629082138614228
CCCCC=CCCCCC(CCC)C(CC)CCCCC(O)C,C(=O)CC(CC)CC(O)CC,1.8708297252194401
C(CC)CC(CCC)CC,CCC(CC)CC,6.828966993508663
CCCCCC,C(CC)CC(=O)C,2.33298078258707
CCCC,C=CC=C=C,8.808013710694846
C(CCC)Cc1ccccc1C(CCC)C=C,CCCCC(CC)(CC)C(=O)C,4.94621759127776
C(O)C=C,CCCC=C,3.0554525372627044
CCc1ccccc1CCCCCCCC,CCC,9.638251852484656
C(CC)CC(CC)C(CC)CCC=1CCCCC1CCC,CCCC,2.775059081160016
C(CC)C=1CCCCC1C(CC)C,CC(CC)=C,6.2369364168776755
CCCCCCCCC(O)C=C,CC=CC(O)CC,9.647840429299846
CC(CC)CC,C(=O)=C(O)CC,3.0667843626578306
CCCC,CCCC,9.329929901218344
C(=O)CC,C(=O)(CCC)C,6.10046518656015
C(CC)(CCC)CCCCC(O)C=1CCCCC1CC,CCC=C(CC)CCCCC,7.705225088639272
CCCCCC=1CCCCC1c1ccccc1C(CCC)C=1CCCCC1Cc1ccccc1CCCCCCC(=O)C,CCCCC(O)C(CC)(CCC)CCCC,3.951499828603898
CCC,C(O)C,3.4663345640962953
C(CC)(CCC)CCC,CC(CCC)CCCCc1ccccc1CCCCCC,3.782396194040658
CC=1CCCCC1C,CCC,8.397558612058003
CCC,CC(CC)CCCCCC(CCC)C,6.68259416404934
CCC,CCC=1CCCCC1C,3.599402621649454
CCCCc1ccccc1CC,CCC(O)CCC,7.978079642686923
CCC,CC(CC)Cc1ccccc1CCCC(O)CC,3.347833528507964
CC=1CCCCC1CCC,CCCC=1CCCCC1CCCC(O)=C,8.549618029113638
Cc1ccccc1c1ccccc1CC,CCC,2.0606431239888146
CCCC=1CCCCC1C(CCC)(CC)CC(CC)CCCCCC,CCCc1ccccc1CC(CCC)C,9.222890686351214
CCCC=1CCCCC1C,CCC,8.194296672859126
CCC,CC(O)C=CC,7.314639144779397
C(CCC)(CCC)C,C=CCCCC,7.557664110906371
CC(O)c1ccccc1C,C=CCCc1ccccc1CC=CC(CCC)C,4.544757354763462
C(O)C(=O)C,CCCCCCC=1CCCCC1CC(=O)CCCC=1CCCCC1C,2.279058572713291
CCCC(CCC)C(CC)(CCC)CCCCc1ccccc1CC,CCC(CC)(O)C,6.730518900704423
CCCc1ccccc1Cc1ccccc1Cc1ccccc1C=1CCCCC1CCC,CCc1ccccc1CC=C,4.046700063390643
CCCCC,CC=1CCCCC1CC=CC,9.17260801625764
CC(CCC)C=1CCCCC1CCCC,Cc1ccccc1CCCCCCC,3.8835037186951653
CCC,CCC,6.838649303173137
CC(=O)C(CC)C,C(CC)c1ccccc1CC=1CCCCC1CC,2.009615685944022
CCCC=1CCCCC1CC=1CCCCC1c1ccccc1CC,C(=O)CCCCCCc1ccccc1CC,6.800141595248674
C(CC)CC(CCC)CC=1CCCCC1CCCCCC(CCC)CC(CC)(O)CC,C(CCC)(O)(CCC)C(=O)CCC,2.1797836729461286
CC(CCC)CCCC,C(CC)(CCC)CCC,8.762999047748707
C=CC=1CCCCC1CCCCCC(=O)CCCC=1CCCCC1CC,C(O)c1ccccc1C(O)c1ccccc1C,7.146602788970944
C(O)CCCCC(CCC)c1ccccc1CC(CC)CCCC,CCC,5.441660941098042
CCC=CC,CC(O)C,3.4972867169087625
CCCCC,CC(O)C,2.5883278958303833
CC(CCC)CCCCC(O)(O)CCCC,CCC=1CCCCC1CCC(CC)c1ccccc1C,9.6678825595581
C(CCC)C,CCCCCC(O)CCC,7.632777035810842
CCC,CCCC(CCC)C,9.65103366936101
CCCC,CCCCC,2.0198396225474062
CCC,CCC(CC)(O)CC=C,7.373726398616547
CCC,C(O)C=CCCCC(=O)CC(CCC)CCCC,5.992159574300933
CCCCCC,CC=1CCCCC1CCCCCCCCCCCC,2.301676973469019
CCC,CC(=O)C(CCC)C(O)C(O)CCCC,1.4165514462675497
CCCC,CCCC,6.652487759505778
CCCCC,C(CC)CCC,3.7307589326243864
CCC,Cc1ccccc1CC,4.51893613722225
CC=1CCCCC1CC,CCCCC=C(O)CCC=1CCCCC1CC(CCC)CC,7.7323179211743405
CCCC(O)CC,CCCCCCC(CC)CCCC=1CCCCC1C,5.9996192076696815
CC(O)(CC)CCCCCCCCC(CCC)CC=CCCCC,CCC(O)CCC(=O)C(O)CCCCCCC=CCC,8.632713290692806
CCC,C=Cc1ccccc1CCC,7.355272271928019
CCC(=O)CC,CCCCC,6.154310073987768
Cc1ccccc1C,CCCCCCc1ccccc1C(O)c1ccccc1CC,7.1037918437783105
C(CCC)(CC)C(O)CCCC,CCCCCCC,8.989315906289884
C(O)c1ccccc1C(CC)(CC)CCCCCC=1CCCCC1C,CC=CCCCCc1ccccc1C,4.203073906722644
C(=O)(CC)CC,CCCC(CCC)CC=1CCCCC1CC(O)CCCCc1ccccc1CCCCC=1CCCCC1C,9.927095229913805
C=CC(CC)(O)C,CCC(CC)c1ccccc1C(O)c1ccccc1CC=1CCCCC1CC(=O)CC(O)C,2.620251558721742
C=CC,C(CC)CCC,5.796957713685872
C(CCC)(CC)=CC,Cc1ccccc1CCCC,4.561122858106895
C(CC)CCCCC,CC(=O)CCCCCC(=O)C,7.051559310384249
CC=1CCCCC1CC(CCC)=Cc1ccccc1C,CC(CCC)CCCC=CCCC(O)CC,2.6124185000140563
C(=O)(CC)C=CC,C(O)(CC)C(O)CC,6.482050547822965
Cc1ccccc1CC,CCC(CC)CCc1ccccc1CC(CCC)CC,1.4239700869979566
C=CC(CC)CCCC,CCC=1CCCCC1CCCCCCc1ccccc1CCCCC(=O)CC,9.986028069980033
C(O)C,CCCCC(=O)CCC(=O)CC(CC)CCCC,8.626539423705637
C(CC)CCC,CC=C(O)C(CC)CC=CCC,8.388377405962466
C(=O)c1ccccc1C,CCCCC(CCC)CCC,7.696109928629085
CCc1ccccc1Cc1ccccc1CC(CCC)(CCC)CCCCC,C(=O)CCCCC=1CCCCC1CCC,6.261331580236843
C(O)CC(O)CCC,C=Cc1ccccc1c1ccccc1C,2.052773932157837
CCC,CCc1ccccc1CCCCCC,2.3372436306816837
CCC(O)(O)C,CC(CCC)CCCC,3.4400136211780143
CCC,C(O)C,8.44408774444374
CC=1CCCCC1C(=O)CCC,CCCC(CC)CCCCC(O)(CC)C,2.8487790722960415
C(=O)CCCC,CC(CCC)CCC,7.004471265285219
C(O)C,CCCCCc1ccccc1C,1.7801802339471289
CCc1ccccc1C,C=C,6.471456387052262
C(O)CCCCCCC(=O)CCC,CCC,1.4153988094968644
C(O)C(O)C=1CCCCC1C=1CCCCC1CCCC,C(=O)C=CC,3.0846900847684466
CC(=O)CC(O)C,CC(CCC)CC(CCC)CCCC,4.250570405940497
Cc1ccccc1C,CCC(O)CC=C(CCC)C(=O)C,8.555390645210998
CCC=C(O)C,CC=1CCCCC1CCC,7.7858530285589405
CCCC(O)C(=O)CCC,C(CC)CC,9.106359503417401
CCCCCCC(CC)C,CCCCCC,5.3353261869746476
CCCCCCC(CC)C,CCC=1CCCCC1c1ccccc1C,5.919571987202692
CC=CC(CCC)CCCCCC(=O)C(CCC)C,CCC(CC)CC(CCC)C=1CCCCC1C,7.365352105317524
CC=1CCCCC1C=1CCCCC1C(CCC)(O)c1ccccc1C,CCCCC,3.542487955871519
C(CC)CCC,CCCC,8.382530670720282
CCCc1ccccc1C,CCC,4.751731339655507
CC=C,C(CCC)(=O)C=1CCCCC1C(=O)CC,6.474607614079645
CCC,CCC,3.824258731052303
Cc1ccccc1C(=O)Cc1ccccc1CC=1CCCCC1C,C(O)C=1CCCCC1CCC(CCC)CCCCc1ccccc1C,3.5113623718945894
CCC=1CCCCC1C(CC)(CC)C,C(CCC)C=1CCCCC1CC,8.810490719803573
C(=O)CC,CC(CCC)CCCCCCC,2.345438739523565
CC=CCCCC(O)(O)CCC(CC)CCC,C=C(CCC)C,9.019040346363665
CC=1CCCCC1C=C,CC(=O)CCCCC=C,5.925416371241083
C=C=C(CCC)C=1CCCCC1CCC,CCC,3.000061881317375
CC(CC)(CC)CC(CC)(CC)C=1CCCCC1C,CCCC,5.512285580900896
CCCC(=O)C,Cc1ccccc1C(O)CCC,7.458640028527971
CC(CCC)(CCC)CCC,CCCCC,6.40561318713679
C(CCC)C,C(CCC)C(O)Cc1ccccc1C,1.3217940053370367
C(CCC)CC(=O)CC(O)C(O)C,CCCC,8.458182917184246
CCC,CCC=1CCCCC1C=C,3.1605082063043994
CCCC(CC)C,C(CC)CCCCCC(CC)C,9.924089966706
CCCC(CC)C,C=CCC,1.9951072930847324
Cc1ccccc1CCc1ccccc1CC=1CCCCC1C(CC)C(=O)C=1CCCCC1CCC,CCCCCCC,7.331572606625102
CC(CCC)CC,CCC=1CCCCC1Cc1ccccc1C,2.6516290358925607
CCCC(CC)c1ccccc1C,CCC,6.059058356165951
CCC,CCCc1ccccc1C,2.5916446553556995
CCC,CCC=1CCCCC1C(=O)CCCC,8.233443486349582
CCc1ccccc1CC,CCCC,5.201984121232089
C(=O)C=CC=1CCCCC1CC,CC=C(CC)C,2.843691259828015
C(O)c1ccccc1CC,CC=1CCCCC1C=1CCCCC1CCC,4.078233425924947
C(CCC)c1ccccc1C=1CCCCC1C=1CCCCC1C,C(O)C,6.5575817066580875
CCCCC(O)C,Cc1ccccc1C=CCCCCC(=O)CC,6.885466659318764
C=CC=C(CCC)CC,CC(CC)c1ccccc1CCCCc1ccccc1CCc1ccccc1C,6.738966173966978
C(=O)CCCCCCC(CC)CCC(O)(CCC)C,C(CC)CC=1CCCCC1CC,2.6416355132852853
CCCC=1CCCCC1CC,C(CCC)CC,7.462497859977841
CC=1CCCCC1CCCCCC,C(O)CCCCCCCCC,8.517666387752847
CCC,CCCC=C,5.264411959764992
CC(CC)CC(CC)C,CCCCCCCCC(CC)CC,7.035706920937788
CC(CCC)C(CCC)CC,CCC(=O)CC=1CCCCC1CCCCCCCc1ccccc1C,8.576139036756576
CCCC=1CCCCC1CC,CCCCc1ccccc1C(=O)CCCCC,6.2814762655621905
C(CCC)CCC=1CCCCC1CCC(CC)CC,C(O)c1ccccc1C=C,5.310716579223388
CCCCCCCCCCc1ccccc1C,CC(=O)CCC,8.55056173882644
CCCCCCc1ccccc1CC(CC)(CCC)CC,C(=O)C,4.937914678589239
C(CCC)CC,CCC(=O)CC(CCC)C=1CCCCC1c1ccccc1CCC(O)C,9.90085554730677
CCc1ccccc1CCC=1CCCCC1CCCC=1CCCCC1CCC,CC(O)C,3.4982581073395282
CCC,C(CCC)C,2.0759779192797163
CCC,C(CC)Cc1ccccc1CCCC=1CCCCC1c1ccccc1CC,6.528889267412773
C=CCCc1ccccc1C,CCC,1.9057454522303128
CCC,CCC=1CCCCC1C,7.730949230019271
CCC,CCc1ccccc1C=CCCC=1CCCCC1CCCC(CCC)CCCC,8.609634396903717
C(CC)c1ccccc1CCC,CCCC(CC)C(CC)CC,5.357876156683419
CC(=O)CC=C,C=C,9.72517441605218
CC(CC)C=1CCCCC1CC,C(O)CCCC(O)C,9.987926900151896
CCC,CCC=1CCCCC1CCC(=O)C(CC)CCc1ccccc1C,1.0605610838522401
CCCCC(CCC)C,CC(=O)CCCCCCCC,4.231589896729604
CCCCC,C=CCCC(CCC)CC,4.0526201765941705
CCC,CCc1ccccc1C=1CCCCC1C=1CCCCC1CCC(CC)(CCC)C=C,3.0681708246873702
CCC,CCC=1CCCCC1C,9.3364931763175
CCCCCc1ccccc1C,C(O)CC,3.494735220096012
CCC(O)C,CC(CCC)CC,2.514762890767221
CC(=O)C=C(O)c1ccccc1CC,C(O)(O)C=1CCCCC1C=1CCCCC1C,3.9304218068661037
CCCCCCC(CCC)(CCC)C(O)(O)C(CCC)CCCCC(CC)C,C(CCC)(CC)CCCCCC,8.07007004089159
C(CC)c1ccccc1CCCCCCCC,CCC(CCC)(O)C,2.7366525272578124
CCCCCCCCCCC,CCCC=CC,8.450144722671222
CC(CCC)CCC,CCC,7.902962180897603
CCC=1CCCCC1C=CC,C(CCC)CCC(CC)c1ccccc1CC,1.5319377721958234
C=CCCC(CCC)C,CCC,9.626505624630486
CCCCC,CCC=1CCCCC1CCCCCC,3.5693508444253106
CCCC,CCCCCCC,9.266265434488938
CCCC,C(=O)CC,9.503868151770805
CCC,CC(CC)CC(CC)CCC=1CCCCC1C(CC)(CCC)C(=O)C,4.958091818430361
CCC,CCC(=O)c1ccccc1C,7.280669813266091
CCCC,CCCCCC,3.67276081843068
C(=O)C,CCC,2.1767929430861153
CCCCCC(CC)(O)C,Cc1ccccc1CCCCC,3.2846917352356657
C(O)C(=O)CC(CC)CC,CCC(O)(CCC)CC(=O)C,2.2156116084313053
C(O)CC,CC(CCC)(O)Cc1ccccc1CCCC,6.80972475954195
C(=O)CC(CC)c1ccccc1CC(CCC)C,CC=CC(CCC)CCC,9.407737536524442
CCC(O)Cc1ccccc1C,CCC(=O)CCc1ccccc1CC,4.670630749113613
C(O)C(CC)C(CCC)C(CCC)(CCC)C(CCC)c1ccccc1C,C(CCC)CCC,4.49124300524882
CCCCCCCC,CCCc1ccccc1CC,6.915713276672633
C=C,Cc1ccccc1CC,9.735561324107438
C=CCCC(CC)C,CCc1ccccc1Cc1ccccc1CC(O)C,8.140681885192908
CCC(CCC)CCCCCCC(CCC)C,CCC,9.76074230930658
CCCc1ccccc1C(CC)CCC(CC)C,CCCC(O)(CC)C,7.908897524833043
CCC,C=CCCC,4.723892054767251
CCC,CCC,8.029501115455279
CCCC,CC=1CCCCC1C,2.8142580038527756
CC(O)CC,CC=1CCCCC1CCCC(CCC)CC,8.99100355634176
CCCC,CCC,6.979119019822326
CCCCC(O)C(O)Cc1ccccc1C,C(CCC)c1ccccc1CC,8.411824197282925
CCC,CCCCCCCCC,2.10186607331145
CCCC,CCC,6.610476671524991
CCC=1CCCCC1C(=O)C,CCCC,9.25080742142703
CCC,CCc1ccccc1C(O)C(CC)(O)CCC,6.73637636858139
CCCCC,CCC,9.816613068171376
CCCCc1ccccc1CC,CC(CCC)(CCC)CCCCCc1ccccc1C(CCC)(O)CC,4.03798141854221
C(=O)CC,CCCCCC,9.030914331891223
CCCCC(O)C,C(O)CC(CC)CCCC(CC)c1ccccc1CC=CCCCCCC,8.740232759211931
CCCCC,Cc1ccccc1C(O)c1ccccc1C(CC)CC,4.148422015902105
C=CC=CC,CC=CC(CC)Cc1ccccc1C,6.583389577613933
CC(O)(CC)C,CCCC,8.631946826035513
CCCCC,CCCCCCc1ccccc1c1ccccc1CC=1CCCCC1C,3.347512860571444
Cc1ccccc1C=1CCCCC1CCCCC,C(CC)c1ccccc1CC,8.008626300498577
CCc1ccccc1C,C(O)CC(=O)CCC(CCC)C,7.016463171852111
CC(CCC)(CC)C(CCC)CC,C(CC)C,3.890063045995697
CCCCCc1ccccc1C(O)CC,C(O)Cc1ccccc1CCCC=1CCCCC1C(=O)c1ccccc1CC,8.924574010404847
CCCC(CC)c1ccccc1CC=1CCCCC1C(CC)CCCC,CCCCC(CCC)CC(CC)CCCCc1ccccc1CCC(O)=CC,9.323720027202484
CCC,C=CCC,4.129225993298771
C(CCC)CCCC=1CCCCC1c1ccccc1C=1CCCCC1C=CCCCC,CC=C(O)c1ccccc1C,3.0158263838666217
C(O)(CC)CC(CCC)C,CCCCC,8.457266411097507
C(=O)C=1CCCCC1CC(CC)CCCCCCC(CCC)CC,Cc1ccccc1CCCCC=1CCCCC1CCCC,7.837045837222227
C(CC)CCCCCCC,C(O)C,4.123303908489854
CCC,CC(CC)C(CCC)=CCCC=1CCCCC1C,6.025365920574093
C(=O)CC=CCCc1ccccc1C=C,CCCC=CC,6.5232957259942905
C(=O)(O)C(=O)C(O)CC,CCCc1ccccc1C,9.208042229593504
Cc1ccccc1CCc1ccccc1CC=CC,CCC,7.073178948369693
CCCC,CCC,7.179598792083517
CC(CCC)=CCC,C(=O)C,9.61244789009188
CCC,CCCC(O)CCCC=1CCCCC1c1ccccc1CC(CCC)C,1.3776039286700539
C(CCC)C,CCC(CCC)c1ccccc1C=C,6.6796707148047485
CCC,CCC(CCC)C,4.74278171764978
